Location,lat,lon
danforth avenue and ro,,
mcnicoll and miliken,,
lloyd manor and north,,
martin grove and notti,,
st clair e and linden,,
10 bay street,43.6412252,-79.3775798
dufferin and saskatche,,
bathurst and lennox,,
finchdene and newgale,,
finch west and jayzel,,
39 redlea ave,43.8231743,-79.3017626
rexleigh dr and st cla,,
oakwood ave and st cla,,
jane and methuen ave,,
overlea blvd and thorn,,
wright and gibson ave,,
keele and irving,,
skymark and commerce,,
victoria park and holl,,
55 spadina avenue,43.644594,-79.394441
dundas and 427 hwy,,
kipling and moutn oliv,,
dupont and dundas,,
avenuw and bombay,,
3326 bloor st,43.6445168,-79.5246327
canada and prince's,,
east mall and rathburn,,
danforth rd and st cla,,
princes and ontario,,
111 carlton st,43.6621242,-79.3770345
parliament - between,,
111 carlton,43.6621242,-79.3770345
danforth and o'connor,,
o'connor - pape to woo,,
front and trinity,,
harbord - spadina to o,,
steeles an shale gate,,
jane and lawrence ave,,
st. clair and welland,,
duffering and springhu,,
isington & westhampton,,
windemere place,,
centennial collage,,
queen and bond,,
eglinton station just,,
commisioner and saulte,,
baecrest and the westw,,
kiplking station,,
washburn way and berne,,
martin grove and cleme,,
park lawn and lake sho,,
jane and gilspur,,
wellesley and bleeker,,
u of t- military trail,43.7851882,-79.1893305
guildwood and rowatson,,
yonge and roslin,,
wheel trans division,,
broadview and westwood,,
kingston and everest,,
wellesworth and rangoo,,
hwy 409 and 427 ramp,,
roe loop (avenue and o,,
west wood mall,43.6346909,-79.5620422
islington and kingsway,,
kenedy station,,
cactus ave and drewry,,
person airport t1,,
eglinton w and dufferi,,
keele and lane south k,,
harbourd between bathu,,
dundas and scarlett rd,,
eglinton and mt please,,
manizia and powell,,
dundas and chestnut hi,,
thetheway and todd bay,,
duffern and melbourne,,
main and swanwick,,
wilson and balgrave,,
sheppard and misland,,
steeles and markbrook,,
27 park road,43.6723156,-79.3846725
bathurst and dundas,,
littles road and sewel,,
69 kippendavie avenue,43.66772,-79.30307
o'connor and cranborne,,
raab and hopsital rd,,
military trail and con,,
esplanade and berkley,,
coxwell and fairford,,
cosburn and gledhill,,
internation centre,43.622038,-79.5230413
dundas and munroe,,
dupont and davenport,,
kennedy station platfo,,
83 new forest square,43.82294,-79.30913
the queensway and avon,,
markham and east park,,
sheppard and mornigsid,,
breckon gate and shepp,,
caledonia and shell av,,
underhill and broadlan,,
barkdene hills and gra,,
wilson station ( upper,43.7345164,-79.4509272
beacham and kennedy,,
hillcrest subway ops b,,
35 confederation,43.7571459,-79.2229221
danforth and trudelle,,
leslie ands cummer,,
greenwood yard - track,,
5060 sheeppard avenue,,
306 albion road,43.741987,-79.5947746
155 transit road,43.73622,-79.45147
yonge and athabasca,,
dovercort and bloor,,
steeles and shadlock,,
lawrence between marco,,
jane and mapleleaf,,
ossington and dewsan,,
eglinton and fairbank,,
antibes and don lake,,
bayview and front,,
kingston and beechgrov,,
dupont and christe,,
gateway amd sunny glen,,
dundas and victoria (e,,
track 19 mcnicol garag,,
bay and harbor,,
bridge point hospital,,
ferris and ferris,,
st. clair and clifton,,
prince edward and king,,
cederbrae and bellamy,,
morningsdide and shepp,,
waterbury and martingr,,
mccowan and highglen,,
burnhamthorpe and mill,,
jane and frith rd,,
"university to toronto,",43.6629864,-79.4020697
brimley and wetherby,,
faywood and reiner,,
564 eglinton avenue we,,
wellington and church,,
morningside ave and st,,
bloor and ted rogers,,
brickworks and don val,,
scarboroh college loop,,
college and ossignton,,
townesley sub station,,
1105 leslie street,43.72077,-79.34862
bloor and 427,43.6707217,-79.3845838
bayview and bayview m,,
o'connor and woodmount,,
kingston and harwood,,
mcrae and millwood,,
neilson and livonia,,
roselawn and marlee,,
kingston rd and markha,,
steeles and dudley,,
danforth rd and wooycr,,
eglionton station,,
neilson and hwy 401,,
king and douro,43.6409482,-79.4164811
warden and dennis,,
saulter and commisione,,
nova scotia and manito,,
dockside and knapp,,
tretheway and platnium,,
high park and humbersi,,
redlea and s of steele,,
christie and essex,,
ninth and garnett,,
york mills and lochinv,,
spadina station walmer,,
lansdowne and rideau a,,
roncesvalles yard,,
jane and bradley,,
donland station,,
beffort and wilson,,
finch and altamont,,
eglinton and duncannon,,
kingston and colliongs,,
york mills and bunbury,,
weston and zappacosta,,
pritchard and mould,,
victoria park north of,43.7558251,-79.3205345
king and alantic,,
davenport and bishop,,
st. clair and midland,,
pioneer village to old,,
don mills and gate way,,
kingston and manderley,,
brentcliffe and eglint,,
northcliff and st clai,,
macdonell ave and quee,,
wilson and bideford,,
lloyd manor and rathbu,,
warden station - bay #,,
the westway and winnco,,
jarvis and esplande,,
dixion and martin grov,,
victoria park stn,43.6939263,-79.2884955
ossington station at o,,
spadina rd and old for,,
bloor and runnymeade,,
sheppard and atrium la,,
leaside and millwood,,
mcnicoll and michael,,
sherbourne and howard,,
eringate and wellswort,,
south station and john,,
albion and highway 27,,
keele and threthewey,,
airport (terminal 3 de,,
lloyd mannor and north,,
wilson and beverly,,
crescent and south roa,,
henrietta and st clair,,
washburn and nahanni,,
victoria park and ocon,,
sheppard and hawksbury,,
christie and st cklair,,
sheppard and scrunthor,,
eglinton statopm,,
bathurst and chabad ga,,
thistle down and alhar,,
commissioner and logan,,
emmette and eglinton,,
st clair west and jane,,
kennedy and pently cre,,
weston and highway 401,,
humberline loop - albi,,
1192 wilson avenue,43.7256,-79.48816
humber loop - queenswa,,
old mill trail and blo,,
steeles and brimely,,
front and berkley,,
locust ldg garden and,,
keele and wyncombe rd,,
bannatyne and davean,,
hupfield and lady bowe,,
van horne and kingslak,,
lower sherbourne and g,,
700 arrow road,43.7454074,-79.5293433
678 todd baylis,43.6921413,-79.4849475
peason airport - termi,,
entering terminal 1 pe,,
islington and the king,,
bloor and isslington,,
bayview and the brickw,,
"woodbinew and o""connor",,
east mall and valhalla,,
brimely south of elles,,
oakwood and st clair w,,
don mills station exit,,
stains and mornignside,,
lawrence and elm,,
george brown college,43.6534183,-79.3708549
steetes and driftwood,,
west mall and civic ce,,
evans and browns,,
birhcmount and bertran,,
danforth and magnoila,,
victoria park and hare,,
york university and al,,
st clair and pengelly,,
vaughn and winona,,
mccowan and bur oak,,
atkinson and bathurst,,
westmall and burnhamth,,
caledonia and norma,,
victoria park and wake,,
west mall and waulron,,
cummer and ruddington,,
steeles and kelvin,,
yonge and glenforest,,
weston and wilby cres,,
sheppard and boydwood,,
graydon hall and grayd,,
maple leaf and roadway,,
royal york and sinclai,,
dimdas and annette,,
warden and mcnabb st,,
threthewey and jane,,
landowne and dundas,,
terminal 3 airport,,
braecrest and the the,,
pleasant substation,,
brimely and applefield,,
bayview and steeles (s,,
woodbine heights and h,,
amzon fulfillment cent,,
humberwood loop at vie,,
deverell and winston p,,
ellesmere and parkard,,
wllesmere and markham,,
belfied and city view,,
kennedy station drop o,,
donlands stn,43.6809354,-79.3379107
weston and gary ray,,
brooklawn and barkdene,,
allen and overbrook,,
finch and midland eb,,
corporate and consiliu,,
the queenway and royal,,
eglinton and vincott,,
hunting wood and midla,,
mc nicoll division,,
jane and steele,,
village green sq and k,,
system wide,,
corporate dr and lee c,,
ellesmere and east ser,,
st clair and avenue,,
leslie and van vorne,,
lawrence and otter,,
eglintin and edith,,
jane and weatherrell,,
lawrence and caldeonia,,
kennedy and summer,,
bayview and egltinon,,
wellness and bayview,,
westway and trio,,
st. clair and lansdown,,
rogers and regent,,
wellesley and chechalk,,
strathmore and coxwell,,
queensway and chartwel,,
jane and fir grove,,
upper highland and owe,,
highway 401 and duffer,,
eglinton and roselawn,,
carpenter and s of ste,,
winford and don mills,,
oakland and dundas,,
bathuerst and st clair,,
royla york and evens,,
islington and highway,,
royal crest and martin,,
morning side and kings,,
steeles loop (at vic p,,
yonge and grosvenor,,
st clair and westbourn,,
birchmound garage,,
lakeshore and new cher,,
highway 427 and n of r,,
humberline dr and finc,,
woodbine - mortimer to,43.6925697,-79.3162005
wheel trans garage,,
yycos and caledonia,,
dynamic and mcnichol,,
morningside and kingwa,,
markham and ellesemere,,
jack layton way (bridg,,
hwy 427 and dixon,,
donlands and milverton,,
kingston and overpass,,
93 claireville dr,43.7407171,-79.6258788
evans and the west mal,,
lawson and port union,,
yonge between belmont,,
the eastmall and yarn,,
driftwood and grand ra,,
commissioners (in fron,,
lakeshore and jameson,,
lawrence and parklane,,
bloor and peacock,,
markham and turbina,,
elgin and bedford,,
middlefied and pebblew,,
annette and clendenin,,
jane and maple leaf dr,,
midland and kilcullen,,
sheppard and agincourt,,
scott and esplanade,,
dufferin and cork,,
pape and liption,,
broadview and gerrad,,
vaughn and maplewood,,
keele and yore rd,,
caledonia and cartwrig,,
nightstar and cranberr,,
newgate and finchdene,,
airport and ironstone,,
port union and lawson,,
bathurst and warwick,,
shepard and yonge,,
overlea and thoncliffe,,
o'connor and dohmne,,
oconnor and st clair,,
evand and browns line,,
meadowvale and prince,,
middlefiield loop,,
steeles and steeler,,
elmhurst and cromatrty,,
wilson and northgate d,,
1263 wilson avenue,43.7244588,-79.491133
st clair and earlscour,,
kennedy and statton.,,
progress and estate,,
gerrard and st mathews,,
mcnicol and myers,,
redlea cul du sac,,
yonge and balmoral,,
markham and kirkham,,
kiping and bloor,,
o'connor and curity av,,
mc cowan and alton tow,,
highway 400 and steele,,
eglinton west statio,,
glencairn and harven,,
pharmacy and sundrige,,
midland and glider,,
centenial college (903,,
keele and ewart,,
st clair station - ple,,
parliamnet and queen,,
beragmot and rexdale,,
steels loop,,
ellesmere ande mccowan,,
victoria park and medh,,
islington and barker,,
arrow and alloy,,
eglinton and threthewe,,
yonge and william crai,,
avenue road and wilson,,
morrish rd and starfir,,
espanade and sherbourn,,
the west way and royal,,
dufferin and castle fi,,
port union and winter,,
islington and nordin,,
millwood and southvale,,
eglinton and north ser,,
427 off ramp to dundas,,
goreway and morningsta,,
gibbs rd and the east,,
16 old mill train,,
midland and eglintion,,
martin grove and jack,,
albion rd and weston,,
neilson and silverbell,,
don mills and moonston,,
1680 midland,43.75879,-79.26916
st. clair and russell,,
300 borough drive,43.7761341,-79.2584376
williamson and southwo,,
warden sation,,
hilda and green bush,,
warden and bridletown,,
earlscourt and st clai,,
western and oak,,
bergamont and eglinton,,
nunavut and prince',,
1 lily cup avenue,43.702291,-79.27136
bloor and willard,,
warden and cachet,,
calvington and jane,,
38 stewart st,43.64361,-79.40131
finch au large,43.7940101,-79.3495783
kingston rd and amiens,,
westway and sandwell,,
midland and sloane,,
glen rd and south dr,,
mount dennis garage -,43.6929001,-79.4949498
tretheway and chiswick,,
eringate and welleswor,,
southport st and winde,,
glencarin and caledoni,,
shorncliffe and lockpo,,
ellemere and neilson,,
st dennis and don mill,,
martin ross and alness,,
mt pleasant and broadw,,
bathurst and wolseley,,
ellesmere anmd morning,,
yorkmills and chipstea,,
underhill and kellytho,,
east and island rd.,,
jane and john st,,
midland and steeles (s,,
yorkdale road and york,,
wilson station upper,43.7344683,-79.4509078
humberwood loop and vi,,
kenendy and corvette,,
esplanade and market,,
victorial park and hun,,
dupont and huron,,
westmore and carrier,,
scarborough loop at mi,,
king and spadina,43.6411283,-79.4169894
kenendy and highway 40,,
morningside and walkwa,,
warden and walkway,,
1307 military trail,43.7887407,-79.1927532
jack lyton and st matt,,
new cherry and lake sh,,
york mills and claylan,,
woodbine and virginia,,
east ave and wheeling,,
don mills and shadberr,,
warden and bell estate,,
danforth and glenshep,,
bloor and riverside,,
finch and meadowvale,,
wilson heights and bri,,
spadina bus platform,,
kennedy annd progress,,
sherway gardens gate,43.6094917,-79.5564974
dufferin and orfus rd,,
kingston and falaise,,
lawson and middlevale,,
morningside and pixley,,
pharmacy and penaire,,
weston and northland a,,
rathburn and pheasant,,
the pond and arboretum,,
kingston and ridgemoor,,
oakdale rd and finch,,
wellesley and queenspa,,
o'connor and mortimer,,
ferris and claxton,,
kingston rd and sandow,,
islginton and jutland,,
don mills and greenbel,,
58 marine parade,43.627486,-79.4768228
main and bullock,,
kipling and leermount,,
oriol park and college,,
martin grove rd and to,,
st clair ave and jane,,
derry and airport,,
dov altman and westove,,
islignton and bergamot,,
ridelle and bathurst,,
kingston rd and parkcr,,
driftwood and stong co,,
cummer and ruddinton,,
oak and weston rd,,
kingston and mcnab,,
cenntenial hosptial lo,,
warden and corus dr,,
fimch and humberwood,,
funch and weston,,
finch and champane,,
carrier drive loop,,
don mills and fairview,,
duncan and don mills,,
323 concord ave,43.66262,-79.42701
chabad and bathurst,,
staines and jacques,,
chaplin and russell hi,,
dufferin and temple,,
kingston/scarborough g,43.7226846,-79.2351555
scarlet and east dr,,
cresent and lamport,,
sheppard and shaughess,,
brimley and kennedy,,
collins grove and lawr,,
roaylcrest and hwy 27,,
highland creek overpas,,
victoria park and sunr,,
steeles loop west,43.7641075,-79.5765906
o'connor dr and bermon,,
bathurst and brenthall,,
jane and amadale,,
raab blvd and hospital,,
broadview and don vall,,
millwood rd and overle,,
lawerence and calendon,,
morningview trail at s,,
elmhurst dr and isling,,
kennedy station - drop,43.7322037,-79.2637061
victoria park and delw,,
2251 lawrence ave e,43.7488075,-79.2767246
eastren ave and queen,,
davisvile station,,
ossington and davenpo,,
kipling and genthorn a,,
mcnicoll and markham r,,
bellamy rd and corport,,
kingston rd and collin,,
finch and wilson,,
keele and yukon,,
sheppard ave west and,,
kipling and rathuburn,,
220 oak street,43.6630807,-79.3577169
oak st and river,,
huxley and clayson,,
yorkmills and yonge,,
marlee and belgravia,,
eastmall and burnathor,,
humber wood loop blvd,,
kipling and torlake cr,,
parklawn rd and parade,,
bayview and mcrae dr,,
passmore and midland,,
ellesmere and grangewa,,
eglinton and donlea,,
havenbrook and donmill,,
laird and industrial,,
1900 yonge,43.697936,-79.3972908
dufferin and parr st,,
finch and strachan,,
mcnaughton ave and vic,,
islington and chesnut,,
kingston rd and mason,,
esplanade and fredrick,,
spadina and davenport,43.6433062,-79.4227018
mcnaughton and victory,,
queen and jarvis,,
keele and annett,,
wellness way and life,,
danforth between mona,,
danforth and marsh,,
eglinton and wincott,,
